run_id,horizon,window_type,model,metric,estimate,ci_low,ci_high,ci_method,permutation_p_value,bootstrap_iterations,sample_count
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,hgb,directional_accuracy,0.6166666666666667,0.49125,0.75,bootstrap_rows,0.6107784431137725,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,hgb,tc_adjusted_return,2.844788027666916,0.7348811086684448,7.5167470908480505,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,hgb,sharpe,1.5115230739851087,0.6433899265003701,2.6226738547532378,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,random_forest,directional_accuracy,0.5666666666666667,0.43333333333333335,0.6833333333333333,bootstrap_rows,0.9401197604790419,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,random_forest,tc_adjusted_return,2.968748662794563,0.5599722038207167,7.839087319462137,bootstrap_rows,,500,60
spx_research_20260511T075454Z,90,sensitivity_overlapping_monthly,random_forest,sharpe,1.4464357963329428,0.5342069938907315,2.3680921092947402,bootstrap_rows,,500,60
spx_research_20260511T075454Z,180,diagnostic_semiannual,buy_hold_direction,directional_accuracy,0.6666666666666666,0.4,0.8666666666666667,bootstrap_rows,1.0,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,buy_hold_direction,tc_adjusted_return,1.6915371611265133,0.2319193684894512,4.488919883907317,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,buy_hold_direction,sharpe,0.9972010439472042,0.25010512731550333,2.4416756786803426,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,momentum_30d,directional_accuracy,0.6,0.3333333333333333,0.8666666666666667,bootstrap_rows,1.0,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,momentum_30d,tc_adjusted_return,1.270907738711832,0.0352021596034741,3.5882118271791086,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,momentum_30d,sharpe,0.8547980661078476,0.10049915614383495,2.1809159472955004,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,momentum_90d,directional_accuracy,0.5333333333333333,0.26666666666666666,0.8,bootstrap_rows,0.8502994011976048,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,momentum_90d,tc_adjusted_return,0.8431736732864425,-0.13780182808109329,2.8202981110210543,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,momentum_90d,sharpe,0.6556979369603672,-0.09107438806673945,1.709647163993269,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,random_permutation,directional_accuracy,0.6,0.3333333333333333,0.8,bootstrap_rows,0.37524950099800397,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,random_permutation,tc_adjusted_return,0.8310156843764329,-0.04020953740441406,2.3413871466211904,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,random_permutation,sharpe,0.6826345413264693,0.01988203646482846,1.5022032662859433,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,logistic_linear,directional_accuracy,0.6,0.3333333333333333,0.8,bootstrap_rows,1.0,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,logistic_linear,tc_adjusted_return,1.4860239010984126,0.08268241053733444,4.01990925150003,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,logistic_linear,sharpe,0.9076760334513404,0.14477893600741087,2.210413603899377,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,hgb,directional_accuracy,0.6,0.3333333333333333,0.8,bootstrap_rows,0.7584830339321357,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,hgb,tc_adjusted_return,1.5041054595256478,0.2807619890991848,3.4170611950157843,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,hgb,sharpe,1.0461711350548955,0.3361033007838389,1.9994277424768818,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,random_forest,directional_accuracy,0.5333333333333333,0.3333333333333333,0.8,bootstrap_rows,1.0,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,random_forest,tc_adjusted_return,1.1202434802401706,0.009020198730259221,3.197032503961679,bootstrap_rows,,500,15
spx_research_20260511T075454Z,180,diagnostic_semiannual,random_forest,sharpe,0.7678282455481167,0.07329116290774931,1.9084709806643878,bootstrap_rows,,500,15
