run_id,horizon,window_type,model_name,regime,n_samples,directional_accuracy,net_return,sharpe,max_drawdown,reliability_label
spx_research_20260507T144238Z,30,official_monthly,random_forest,low_volatility,41,0.6341463414634146,0.3461538189509905,0.7015439590281076,-0.1959726466479731,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_forest,high_rate,65,0.6615384615384615,0.7456454794156611,0.7752506155718021,-0.23379048556817084,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_forest,low_rate,34,0.5882352941176471,0.6179071298331797,1.058840723710522,-0.18366388472594009,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_forest,pre_halving,24,0.625,0.4523994979844672,1.145109082159157,-0.18366388472594009,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_forest,post_halving,24,0.625,0.5170126245684821,1.6405393338750331,-0.08195250251438269,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_forest,pre_etf,72,0.6111111111111112,0.8727593664959172,0.7185459403615646,-0.22946686470698796,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_forest,post_etf,27,0.7037037037037037,0.5080913852761217,1.4294667172230149,-0.08369404399244196,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_permutation,bull_market,76,0.5131578947368421,0.4686858456017253,0.623700406234566,-0.1709534187913927,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_permutation,bear_market,23,0.6086956521739131,0.5191607570624428,1.2296777160945935,-0.12458507766553595,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_permutation,high_volatility,58,0.5,0.6954178926436085,0.8065364973130901,-0.21227749720178635,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_permutation,low_volatility,41,0.5853658536585366,0.31599997308759153,0.8191817047366675,-0.1277218791790352,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_permutation,high_rate,65,0.5230769230769231,0.3985606202089802,0.5275474735915942,-0.26816461139518144,Low confidence
spx_research_20260507T144238Z,30,official_monthly,random_permutation,low_rate,34,0.5588235294117647,0.5953329936873344,1.3603667871482452,-0.07043099158279198,Low confidence
